utc_iso,unix_t,range_km,fd_hz
01-Dec-2025 18:29:50,1764613790.59174,7711.32822893016,1175.73521863613
01-Dec-2025 18:29:51,1764613791.09174,7710.90029113381,1173.8109937636
01-Dec-2025 18:29:51,1764613791.59174,7710.47315536949,1171.8862287733
01-Dec-2025 18:29:52,1764613792.09174,7710.04675315974,1169.96061510341
01-Dec-2025 18:29:52,1764613792.59174,7709.62115339062,1168.03446386844
01-Dec-2025 18:29:53,1764613793.09174,7709.19628783056,1166.10746628489
01-Dec-2025 18:29:53,1764613793.59174,7708.77222509387,1164.17993339518
01-Dec-2025 18:29:54,1764613794.09174,7708.34889720136,1162.25155626998
01-Dec-2025 18:29:54,1764613794.59174,7707.92633856959,1160.32249118381
01-Dec-2025 18:29:55,1764613795.09174,7707.50458334958,1158.39289441024
01-Dec-2025 18:29:55,1764613795.59174,7707.08356392637,1156.46245661713
01-Dec-2025 18:29:56,1764613796.09174,7706.6633483164,1154.53148970311
01-Dec-2025 18:29:56,1764613796.59174,7706.24386915142,1152.59968411802
01-Dec-2025 18:29:57,1764613797.09174,7705.82519417614,1150.66735168482
01-Dec-2025 18:29:57,1764613797.59174,7705.40725627501,1148.73418270985
01-Dec-2025 18:29:58,1764613798.09174,7704.9900894278,1146.80033386185
01-Dec-2025 18:29:58,1764613798.59174,7704.57372734878,1144.86596180595
